quote,author,tags
live to the point of tears.,Albert Camus,"['life', 'living']"
"a good library will never be too neat, or too dusty, because somebody will always be in it, taking books off the shelves and staying up late reading them.","Lemony Snicket,","['libraries', 'reading']"
"when you stop expecting people to be perfect, you can like them for who they are.","Donald Miller,","['expectations', 'people', 'perfection', 'relationships']"
"stories never really end...even if the books like to pretend they do. stories always go on. they dont end on the last page, any more than they begin on the first page.","Cornelia Funke,",['inspirational']
why didnt i learn to treat everything like it was the last time. my greatest regret was how much i believed in the future.,"Jonathan Safran Foer,","['future', 'inspirational', 'life']"
"to see a world in a grain of sand and a heaven in a wild flower, hold infinity in the palm of your hand and eternity in an hour.","William Blake,","['inspirational', 'wonder']"
"when the power of love overcomes the love of power, the world will know peace.",Jimi Hendrix,"['hippy', 'love', 'misattributed', 'peace', 'william-gladstone']"
"remember that wherever your heart is, there you will find your treasure.","Paulo Coelho,","['confidence', 'honesty']"
"after nourishment, shelter and companionship, stories are the thing we need most in the world.",Philip Pullman,"['books', 'needs', 'stories', 'storytelling', 'writing']"
find what you love and let it kill you.,Charles Bukowski,['love']
"it was books that made me feel that perhaps i was not completely alone. they could be honest with me, and i with them.","Cassandra Clare,",['will-herondale']
"just because you call an electric eel a rubber duck doesnt make it a rubber duck, does it? and god help the poor bastard who decides they want to take a bath with the duckie. jace wayland","Cassandra Clare,","['city-of-bones', 'humor', 'jace-wayland']"
"life is to be enjoyed, not endured",Gordon B. Hinckley,['life']
there is a stubbornness about me that never can bear to be frightened at the will of others. my courage always rises at every attempt to intimidate me.,"Jane Austen,","['courage', 'dignity', 'elizabeth-bennet', 'empowerment', 'fear', 'independence', 'intimidation', 'self-determination', 'strength', 'stubbornness', 'women']"
let everything happen to youbeauty and terrorjust keep goingno feeling is final,Rainer Maria Rilke,"['enjoy-life', 'fearlessness', 'live-in-the-moment']"
learn what is to be taken seriously and laugh at the rest.,Herman Hesse,['steppenwolf']
it is the time you have wasted for your rose that makes your rose so important.,"Antoine de Saint-ExupÃ©ry,","['caring', 'inspirational', 'love', 'roses', 'time']"
a classic is a book that has never finished saying what it has to say.,"Italo Calvino,","['books', 'classics', 'literature', 'meaning', 'reading', 'words']"
"a book, too, can be a star, a living fire to lighten the darkness, leading out into the expanding universe.",Madeleine L'Engle,"['books', 'fire', 'star', 'universe']"
"now, you two â this year, you behave yourselves. if i get one more owl telling me youve â youve blown up a toilet or â""""blown up a toilet? weve never blown up a toilet.""""great idea though, thanks, mum.","J.K. Rowling,","['fred-weasley', 'george-weasley', 'humor', 'molly-weasley', 'toilet']"
i go to seek a great perhaps.,FranÃ§ois Rabelais,"['death', 'french-renaissance-writer', 'john-green', 'last-words', 'life', 'looking-for-alaska', 'meaning-of-life', 'miles-halter']"
what are men to rocks and mountains?,"Jane Austen,","['men', 'mountains', 'rocks']"
"you cant be happy unless youre unhappy sometimes"".","Lauren Oliver,","['contrast', 'happiness', 'unhappiness']"
the man of knowledge must be able not only to love his enemies but also to hate his friends.,Friedrich Nietzsche,"['enemies', 'friends', 'friendship', 'hatred', 'intelligence', 'knowledge', 'love', 'wisdom']"
"if you obey all of the rules, you miss all of the fun.",Katharine Hepburn,['katharine-hepburn']
"dwell on the beauty of life. watch the stars, and see yourself running with them.","Marcus Aurelius,","['appreciation', 'awe', 'beauty', 'life', 'optimism', 'positivity', 'sense-of-wonder', 'stars']"
"i am not sure that i exist, actually. i am all the writers that i have read, all the people that i have met, all the women that i have loved all the cities i have visited.",Jorge Luis Borges,['life']
"ah,â said a voice from the doorway, âœhaving your annual âeveryone thinks will is a lunaticâ meeting, are you? âœitâs biannual,â said jem. âœand no, this is not that meeting.","Cassandra Clare,","['clockwork-prince', 'will-herondale']"
"if no one in the entire world cared about you, did you really exist at all?","Cassandra Clare,","['tessa-gray', 'theresa-gray']"
"mom. i have something to tell you. iâm undead. now, i know you may have some preconceived notions about the undead. i know you may not be comfortable with the idea of me being undead. but iâm here to tell you that undead are just like you and me â well, okay. possibly more like me than you.","Cassandra Clare,","['city-of-ashes', 'humor', 'mortal-instruments', 'simon', 'vampire']"
how vain it is to sit down to write when you have not stood up to live.,Henry David Thoreau,['writing']
"youre off to great places!today is your day!your mountain is waiting,so... get on your way!","Dr. Seuss,",['inspirational']
history will be kind to me for i intend to write it.,Winston S. Churchill,"['history', 'humor', 'writing']"
"hate the sin, love the sinner.",Mahatma Gandhi,"['hate', 'love', 'religion', 'sin', 'sinners']"
"i care for myself. the more solitary, the more friendless, the more unsustained i am, the more i will respect myself.","Charlotte BrontÃ«,","['ataraxy', 'defiance', 'empowerment', 'independence', 'individuality', 'self-assurance', 'self-awareness', 'self-containment', 'self-determination', 'self-esteem', 'self-reliance', 'self-respect', 'self-sufficiency', 'self-trust', 'solitude']"
judge a man by his questions rather than by his answers.,Voltaire,"['answers', 'man', 'questions', 'thinking']"
i lived in books more than i lived anywhere else.,"Neil Gaiman,",['books']
"holey? you have the the whole world of earrelated humor before you, you go for holey?","J.K. Rowling,",['humor']
"i dont want to be at the mercy of my emotions. i want to use them, to enjoy them, and to dominate them.","Oscar Wilde,","['emotions', 'mercy']"
"what is love? i have met in the streets a very poor young man who was in love. his hat was old, his coat worn, the water passed through his shoes and the stars through his soul","Victor Hugo ,","['love', 'soul', 'stars']"
"some birds are not meant to be caged, thats all. their feathers are too bright, their songs too sweet and wild. so you let them go, or when you open the cage to feed them they somehow fly out past you. and the part of you that knows it was wrong to imprison them in the first place rejoices, but still, the place where you live is that much more drab and empty for their departure.","Stephen King,","['birds', 'freedom', 'friends', 'friendship', 'letting-go']"
and thats the thing about people who mean everything they say. they think everyone else does too.,"Khaled Hosseini,","['earnestness', 'gullibility', 'honesty']"
"you see, cuckoos are parasites. they lay their eggs in other birds nests. when the egg hatches, the baby cuckoo pushes the other baby birds out of the nest. the poor parent birds work themselves to death trying to find enough food to feed the enormous cuckoo child who has murdered their babies and taken their places.""""enormous?"" said jace. ""did you just call me fat?""""it was an analogy.""""i am not fat.","Cassandra Clare,",['imposters']
learn to light a candle in the darkest moments of someoneâs life. be the light that helps others see it is what gives life its deepest significance.,"Roy T. Bennett,","['giving', 'goals', 'goals-in-life', 'inspiration', 'inspirational', 'inspirational-quotes', 'learn', 'learning', 'life', 'life-quotes', 'light', 'light-and-darkness', 'living-life', 'meaning', 'meaning-of-life', 'meaningful', 'meaningful-life', 'wisdom', 'wise']"
"well, nowif little by little you stop loving mei shall stop loving youlittle by littleif suddenly you forget medo not look for mefor i shall already have forgotten youif you think it long and mad the wind of banners that passes through my lifeand you decide to leave me at the shore of the heart where i have rootsrememberthat on that day, at that hour, i shall lift my armsand my roots will set off to seek another land","Pablo Neruda,","['forgetting', 'heartbreak', 'inspirational', 'living', 'love', 'moving-on']"
sanity and happiness are an impossible combination.,Mark Twain,"['happiness', 'sanity']"
"we have to allow ourselves to be loved by the people who really love us, the people who really matter. too much of the time, we are blinded by our own pursuits of people to love us, people that dont even matter, while all that time we waste and the people who do love us have to stand on the sidewalk and watch us beg in the streets! its time to put an end to this. its time for us to let ourselves be loved.",C. JoyBell C.,"['growing', 'humanity', 'inspirational', 'inspirational-life', 'inspirational-love', 'inspirational-quotes', 'learning', 'life-and-living', 'life-lessons', 'love', 'people', 'real-love', 'reality', 'reality-of-life', 'those-who-love-us', 'to-be-loved', 'true-love', 'what-matters']"
"people who claim that theyre evil are usually no worse than the rest of us... its people who claim that theyre good, or any way better than the rest of us, that you have to be wary of.","Gregory Maguire,","['evil', 'good']"
the reason it hurts so much to separate is because our souls are connected.,Nicholas Sparks,"['hurt', 'sad', 'seperate', 'soul']"
"you are imperfect, permanently and inevitably flawed. and you are beautiful.",Amy Bloom,"['beauty', 'body-image', 'imperfections', 'self-acceptance']"
great spirits have always encountered violent opposition from mediocre minds.,Albert Einstein,"['greatness', 'opposition', 'spirit']"
hes a wallflower. you see things. you keep quiet about them. and you understand.,"Stephen Chbosky,",['wallflower']
the silence depressed me. it wasnt the silence of silence. it was my own silence.,"Sylvia Plath,",['depression-silence']
"out of the corner of her eye she thought she saw jace shoot her a look of white rage but when she glanced at him, he looked as he always did easy, confident, slightly bored.""in future, clarissa,"" he said, ""it might be wise to mention that you already have a man in your bed, to avoid such tedious situations.""""you invited him into bed?"" simon demanded, looking shaken.""ridiculous, isnt it?"" said jace. ""we would never have all fit.""""i didnt invite him into bed,"" clary snapped. ""we were just kissing.""""just kissing?"" jaces tone mocked her with its false hurt. ""how swiftly you dismiss our love.","Cassandra Clare,","['awkward', 'humor']"
we are all atheists about most of the gods that humanity has ever believed in. some of us just go one god further.,"Richard Dawkins,","['atheism', 'philosophy']"
"no matter how much suffering you went through, you never wanted to let go of those memories.",haruki murakami,"['letting-go', 'life', 'life-lessons', 'memories']"
many people lose the small joys in the hope for the big happiness.,Pearl S. Buck,['contentment']
"all the worlds a stage, and all the men and women merely players they have their exits and their entrances and one man in his time plays many parts, his acts being seven ages.","William Shakespeare,",['human-condition']
to burn with desire and keep quiet about it is the greatest punishment we can bring on ourselves.,"Federico GarcÃ­a Lorca,","['desire', 'punishment', 'unrequited-love']"
usually im remarkably good natured. try me on a day that doesnt end in y.,Cassandra Clare,"['jace', 'mortal-instruments']"
and i like large parties. theyâre so intimate. at small parties there isnât any privacy.,"F. Scott Fitzgerald,",['jordan-baker']
"dont say you dont have enough time. you have exactly the same number of hours per day that were given to helen keller, pasteur, michelangelo, mother teresa, leonardo da vinci, thomas jefferson, and albert einstein.",H. Jackson Brown Jr.,"['inspirational', 'life']"
"there was a clatter as the basilisk fangs cascaded out of hermiones arms. running at ron, she flung them around his neck and kissed him full on the mouth. ron threw away the fangs and broomstick he was holding and responded with such enthusiasm that he lifted hermione off her feet. ""is this the moment?"" harry asked weakly, and when nothing happened except that ron and hermione gripped each other still more firmly and swayed on the spot, he raised his voice. ""oi! theres a war going on here!"" ron and hermione broke apart, their arms still around each other. ""i know, mate,"" said ron, who looked as though he had recently been hit on the back of the head with a bludger, ""so its now or never, isnt it?"" ""never mind that, what about the horcrux?"" harry shouted. ""dyou think you could just just hold it in, until weve got the diadem?"" ""yeah right sorry "" said ron, and he and hermione set about gathering up fangs, both pink in the face.","J.K. Rowling,","['love', 'romance', 'war']"
nowadays people know the price of everything and the value of nothing.,"Oscar Wilde,",['cynic']
"tell your heart that the fear of suffering is worse than the suffering itself. and that no heart has ever suffered when it goes in search of its dreams, because every second of the search is a seconds encounter with god and with eternity.","Paulo Coelho,","['fear', 'suffering']"
"be grateful for what you already have while you pursue your goals. if you arenât grateful for what you already have, what makes you think you would be happy with more.","Roy T. Bennett,","['goal', 'goals', 'gratitude', 'happiness', 'inspiration', 'inspirational', 'inspirational-attitude', 'inspirational-life', 'inspirational-quotes', 'inspire', 'inspiring', 'leader', 'leadership', 'life', 'life-and-living', 'life-lessons', 'life-quotes', 'living', 'motivation', 'motivational', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking']"
i dream my painting and i paint my dream.,Vincent Willem van Gogh,"['art', 'dreams', 'inspiration', 'painting']"
"once you have tasted flight, you will forever walk the earth with your eyes turned skyward, for there you have been, and there you will always long to return.",Leonardo da Vinci,"['flight', 'flying', 'inspirational']"
"education is an admirable thing, but it is well to remember from time to time that nothing that is worth knowing can be taught.",Oscar Wilde,['education-knowledge']
this is your life and its ending one moment at a time.,"Chuck Palahniuk,",['life']
"if you are allergic to a thing, it is best not to put that thing in your mouth, particularly if the thing is cats.","Lemony Snicket,",['humor-cats-allergies']
"people are more difficult to work with than machines. and when you break a person, he cant be fixed.","Rick Riordan,","['machines', 'people']"
"the thing about growing up with fred and george,"" said ginny thoughtfully, ""is that you sort of start thinking anythings possible if youve got enough nerve.","J. K. Rowling,","['ginny-weasley', 'inspirational']"
"treat everyone with politeness and kindness, not because they are nice, but because you are.","Roy T. Bennett,","['inspiration', 'inspirational', 'inspirational-quotes', 'kind', 'kindness', 'life', 'life-quotes', 'living-life']"
"things we lose have a way of coming back to us in the end, if not always in the way we expect.","JK Rowling,","['death', 'love']"
books have a unique way of stopping time in a particular moment and saying letâs not forget this.,Dave Eggers,"['books', 'time']"
start each day with a positive thought and a grateful heart.,"Roy T. Bennett,","['gratitude', 'heart', 'inspiration', 'inspirational', 'inspirational-attitude', 'inspirational-life', 'inspirational-quotes', 'inspire', 'inspiring', 'life', 'life-and-living', 'life-lessons', 'life-quotes', 'living', 'motivation', 'motivational', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking', 'thoughts']"
"believe in your heartbelieve in your heart that youre meant to live a life full of passion, purpose, magic and miracles.","Roy T. Bennett,","['believe', 'heart', 'inspiration', 'inspirational', 'inspirational-quotes', 'inspire', 'inspiring', 'life', 'life-quotes', 'living', 'magic', 'miracles', 'optimism', 'optimistic', 'passion', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking', 'purpose']"
"that was the thing. you never got used to it, the idea of someone being gone. just when you think its reconciled, accepted, someone points it out to you, and it just hits you all over again, that shocking.","Sarah Dessen,","['death', 'life']"
"both rowling and meyer, theyâre speaking directly to young people. â the real difference is that jo rowling is a terrific writer and stephenie meyer canât write worth a darn. sheâs not very good.",Stephen King,"['harry-potter', 'jk-rowling', 'stephenie-meyer', 'twilight']"
"reading is escape, and the opposite of escape its a way to make contact with reality after a day of making things up, and its a way of making contact with someone elses imagination after a day thats all too real.",Nora Ephron,['reading']
a man can no more diminish gods glory by refusing to worship him than a lunatic can put out the sun by scribbling the word darkness on the walls of his cell.,"C.S. Lewis,","['god', 'religion']"
never close your lips to those whom you have already opened your heart.,Charles Dickens,"['kissing', 'love', 'romance']"
"if you have two friends in your lifetime, youre lucky. if you have one good friend, youre more than lucky.",S.E. Hinton,"['friends', 'friendship']"
"one love, one heart, one destiny.",Robert Marley,"['bob-marley', 'compassion', 'destiny', 'heart', 'humanity', 'inspirational', 'love']"
"stories may well be lies, but they are good lies that say true things, and which can sometimes pay the rent.",Neil Gaiman,['writing']
"if you gave someone your heart and they died, did they take it with them? did you spend the rest of forever with a hole inside you that couldnt be filled?","Jodi Picoult,","['death', 'heart', 'love']"
"i was within and without, simultaneously enchanted and repelled by the inexhaustible variety of life.","Fitzgerald F. Scott,",['philosophy']
"the secret of health for both mind and body is not to mourn for the past, nor to worry about the future, but to live the present moment wisely and earnestly.","Bukkyo Dendo Kyokai,",['inspirational']
"dance, when youre broken open. dance, if youve torn the bandage off. dance in the middle of the fighting. dance in your blood. dance when youre perfectly free.",Rumi,"['dance', 'inspirational']"
"if shes amazing, she wont be easy. if shes easy, she wont be amazing. if shes worth it, you wont give up. if you give up, youre not worthy. ... truth is, everybody is going to hurt you you just gotta find the ones worth suffering for.","Bob Marley,","['inspirational', 'love']"
"the greater the love, the greater the tragedy when its over.","Nicholas Sparks,",['love']
"it isnt possible to love and part. you will wish that it was. you can transmute love, ignore it, muddle it, but you can never pull it out of you. i know by experience that the poets are right love is eternal.","E.M. Forster,","['love', 'poets', 'romance']"
"the darker the night, the brighter the stars, the deeper the grief, the closer is god!","Fyodor Dostoevsky,","['god', 'grief', 'night']"
i will not let anyone walk through my mind with their dirty feet.,mahatma gandhi,"['cleanliness', 'consciousness', 'corruption', 'feet', 'individuality', 'mind', 'purity']"
"do you wish me a good morning, or mean that it is a good morning whether i want it or not or that you feel good this morning or that it is a morning to be good on?","J.R.R. Tolkien,","['humor', 'semantics', 'suspicion']"
"finally, from so little sleeping and so much reading, his brain dried up and he went completely out of his mind.","Miguel de Cervantes Saavedra,","['books', 'humor', 'reading']"
"and on the subject of burning books i want to congratulate librarians, not famous for their physical strength or their powerful political connections or their great wealth, who, all over this country, have staunchly resisted antidemocratic bullies who have tried to remove certain books from their shelves, and have refused to reveal to thought police the names of persons who have checked out those titles.so the america i loved still exists, if not in the white house or the supreme court or the senate or the house of representatives or the media. the america i love still exists at the front desks of our public libraries.","Kurt Vonnegut,","['america', 'books', 'politics']"
there are no faster or firmer friendships than those formed between people who love the same books.,"Irving Stone,","['books', 'friendship']"
dont take life too seriously. punch it in the face when it needs a good hit. laugh at it.,"Colleen Hoover,",['life']
"what you do, the way you think, makes you beautiful.","Scott Westerfeld,","['beauty', 'david', 'uglies', 'westerfeld']"
"when someone is crying, of course, the noble thing to do is to comfort them. but if someone is trying to hide their tears, it may also be noble to pretend you do not notice them.","Lemony Snicket,","['comfort', 'crying', 'tears']"
"i, myself, am made entirely of flaws, stitched together with good intentions.",Augusten Burroughs,"['flaws', 'individuality']"
"no amount of regretting can change the past, and no amount of worrying can change the future.","Roy T. Bennett,","['inspiration', 'inspirational', 'inspirational-quotes', 'life', 'life-and-living', 'life-quotes', 'living-in-the-present', 'living-life', 'worry', 'worrying']"
"the road goes ever on and ondown from the door where it began.now far ahead the road has gone,and i must follow, if i can,pursuing it with eager feet,until it joins some larger waywhere many paths and errands meet.and whither then? i cannot say","J.R.R. Tolkien,",['road']
"the individual has always had to struggle to keep from being overwhelmed by the tribe. if you try it, you will be lonely often, and sometimes frightened. but no price is too high to pay for the privilege of owning yourself.",Friedrich Nietzsche,['individuality']
"reality is that which, when you stop believing in it, doesnt go away.","Philip K. Dick,","['belief', 'real-life', 'reality']"
"when a man is denied the right to live the life he believes in, he has no choice but to become an outlaw.",Nelson Mandela,"['crime', 'freedom', 'oppression']"
we have to continually be jumping off cliffs and developing our wings on the way down.,"Kurt Vonnegut,","['creativity', 'invention', 'quip', 'wings', 'writing']"
"confront the dark parts of yourself, and work to banish them with illumination and forgiveness. your willingness to wrestle with your demons will cause your angels to sing.",August Wilson,"['character', 'courage', 'self-assessment', 'self-esteem', 'strength']"
any fool can be happy. it takes a man with real heart to make beauty out of the stuff that makes us weep.,"Clive Barker,","['art', 'inspirational', 'love', 'redemption', 'sadness']"
always do sober what you said youd do drunk. that will teach you to keep your mouth shut.,Ernest Hemingway,['drinking']
do your thing and dont care if they like it.,"Tina Fey,","['bossypants', 'humor', 'self-love', 'tina-fey']"
"acts of kindnessa random act of kindness, no matter how small, can make a tremendous impact on someone elses life.","Roy T. Bennett,","['inspiration', 'inspirational', 'inspirational-quotes', 'inspire', 'inspiring', 'kind', 'kindness', 'life', 'life-quotes', 'living', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking']"
"so be sure when you step, step with care and great tact. and remember that lifes a great balancing act. and will you succeed? yes! you will, indeed! 98 and â¾ percent guaranteed kid, youll move mountains.","Dr. Seuss,","['humor', 'inspirational', 'success']"
"if i should ever die, god forbid, let this be my epitaphthe only proof he neededfor the existence of godwas music",kurt vonnegut,"['blues', 'god', 'life', 'music']"
why are women... so much more interesting to men than men are to women?,Virginia Woolf,"['men', 'rescuing', 'women']"
"i do things like get in a taxi and say, ""the library, and step on it.","David Foster Wallace,","['books', 'infinite-jest']"
"i was thinking about the first time i ever saw you,"" he said, ""and how after that i couldnt forget you. i wanted to, but i couldnt stop myself. i forced hodge to let me be the one who came to find you and bring you back to the institue. and even back then, in that stupid coffee shop, when i saw you sitting on that couch with simon, even then that felt wrong to me i should have been the one sitting with you. the one who made you laugh like that. i couldnt get rid of that feeling. that it should have been me. and the more i knew you, the more i felt itit had never been like that for me before. id always wanted a girl and then gotten to know her and not wanted her anymore, but with you the feeling just got stronger and stronger until that night when you showed up at renwicks and i knew.","Cassandra Clare,","['mortal-instruments', 'teen-fantasy']"
"and so with the sunshine and the great bursts of leaves growing on the trees, just as things grow in fast movies, i had that familiar conviction that life was beginning over again with the summer.","F. Scott Fitzgerald,","['renewal', 'summer']"
a book must be the axe for the frozen sea within us.,Franz Kafka,['books']
solitude is fine but you need someone to tell that solitude is fine.,HonorÃ© de Balzac,"['loneliness', 'society', 'solitude']"
"if youre lonely when youre alone, youre in bad company.",Jean-Paul Sartre,"['loneliness', 'solitude']"
"today a reader, tomorrow a leader.",Margaret Fuller,"['read', 'reader', 'reading']"
"one cannot think well, love well, sleep well, if one has not dined well.","Virginia Woolf,","['food', 'love']"
"goodbye,"" said the fox. ""and now here is my secret, a very simple secret it is only with the heart that one can see rightly what is essential is invisible to the eye.",Antoine de Saint-ExupÃ©ry,['most-famous-novella']
"but a mermaid has no tears, and therefore she suffers so much more.","Hans Christian Andersen,","['suffering', 'tears']"
"is standing by the window muttering about blood something he does all the time?"" asked simon.""no,"" jace said. ""sometimes he sits on the couch and does it.","Cassandra Clare,","['jace', 'simon']"
it is a great thing to start life with a small number of really good books which are your very own.,Arthur Conan Doyle,"['books', 'humor']"
"its not the face, but the expressions on it. its not the voice, but what you say. its not how you look in that body, but the thing you do with it. you are beautiful.","Stephenie Meyer,","['inspirational', 'love']"
"follow your heart, listen to your inner voice, stop caring about what others think.","Roy T. Bennett,","['be-yourself', 'be-yourself-inspirational', 'be-yourself-quote', 'be-yourself-quotes', 'heart', 'inner-voice', 'inspiration', 'inspirational', 'inspirational-quotes', 'inspire', 'inspiring', 'life', 'life-quotes', 'living', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking', 'wisdom', 'wise']"
top 15 things money canât buytime. happiness. inner peace. integrity. love. character. manners. health. respect. morals. trust. patience. class. common sense. dignity.,"Roy T. Bennett,","['character', 'class', 'common-sense', 'dignity', 'happiness', 'health', 'inner-peace', 'inspiration', 'inspirational', 'inspirational-quotes', 'integrity', 'life', 'life-quotes', 'love', 'manners', 'money', 'morals', 'patience', 'respect', 'time', 'trust']"
fighting for peace is like screwing for virginity.,George Carlin,"['fighting', 'humor', 'misattributed-george-carlin', 'peace', 'sex']"
"its not because i want to make out with her.""hold on."" he grabbed a pencil and scrawled excitedly at the paper as if hed just made a mathematical breakthrough and then looked back up at me. ""i just did some calculations, and ive been able to determine that youre full of shit","John Green,",['funny']
øøùšøùùø ùšø³øø¹øùø øùøøøùˆù øøù ùšùƒùˆùùˆø ùù øùšøøªùø ùøø³ø,Ø£Ø­Ù…Ø¯ Ø®Ø§Ù„Ø¯ ØªÙˆÙ�ÙŠÙ‚,['life']
"life is about accepting the challenges along the way, choosing to keep moving forward, and savoring the journey.","Roy T. Bennett,","['challenge', 'enjoy-the-journey', 'inspiration', 'inspirational', 'inspirational-attitude', 'inspirational-life', 'inspirational-quotes', 'inspire', 'inspiring', 'keep-moving-forward', 'life', 'life-and-living', 'life-lessons', 'life-quotes', 'living', 'motivation', 'motivational', 'move-on', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking']"
have enough courage to trust love one more time and always one more time.,Maya Angelou,"['courage', 'love', 'trust']"
i wantto do with you what spring does with the cherry trees.,"Pablo Neruda,",['love']
you is kind. you is smart. you is important.,"Kathryn Stockett,",['inspirational']
"war must be, while we defend our lives against a destroyer who would devour all but i do not love the bright sword for its sharpness, nor the arrow for its swiftness, nor the warrior for his glory. i love only that which they defend.","J.R.R. Tolkien,","['lotr', 'war']"
"if you want to really hurt you parents, and you dont have the nerve to be gay, the least you can do is go into the arts. im not kidding. the arts are not a way to make a living. they are a very human way of making life more bearable. practicing an art, no matter how well or badly, is a way to make your soul grow, for heavens sake. sing in the shower. dance to the radio. tell stories. write a poem to a friend, even a lousy poem. do it as well as you possible can. you will get an enormous reward. you will have created something.","Kurt Vonnegut,","['art', 'arts-and-humanities', 'creative-process', 'writing']"
"sometimes it seems safer to hold it all in, where the only person who can judge is yourself.",Sarah Dessen,"['self-denial', 'self-disclosure']"
"if you are irritated by every rub, how will your mirror be polished?",Rumi,['inspirational']
"every generation imagines itself to be more intelligent than the one that went before it, and wiser than the one that comes after it.",George Orwell,['generations-intelligence-wisdom']
"how wrong is it for a woman to expect the man to build the world she wants, rather than to create it herself?",Anais Nin,"['independence', 'women']"
"trees are poems the earth writes upon the sky, we fell them down and turn them into paper,that we may record our emptiness.",Kahlil Gibran,"['poetry', 'wisdom']"
for last years words belong to last years language and next years words await another voice.,"T.S. Eliot,","['language', 'new-year', 'voice', 'words']"
"after silence, that which comes nearest to expressing the inexpressible is music.","Aldous Huxley,",['music']
"understanding is the first step to acceptance, and only with acceptance can there be recovery.","J.K. Rowling,","['acceptance', 'inspiration', 'inspirational', 'smart', 'understanding', 'wise']"
"isabelle drifted over, jace a pace behind her. she was wearing a long black dress with boots and an even longer cutaway coat of soft green velvet, the color of moss. ""i cant believe you did it!"" she exclaimed. ""how did you get magnus to let jace leave?""""traded him for alec,"" clary said.isabelle looked mildly alarmed. ""not permanently?""""no,"" said jace. ""just for a few hours. unless i dont come back,"" he added thoughtfully. ""in which case, maybe he does get to keep alec. think of it as a lease with an option to buy.""isabelle looked dubious. ""mom and dad wont be pleased if they find out.""""that you freed a possible criminal by trading away your brother to a warlock who looks like a gay sonic the hedgehog and dresses like the child catcher from chitty chitty bang bang?"" simon inquired. ""no, probably not.","Cassandra Clare,","['alec-lightwood', 'clary-fray', 'humor', 'isabelle-lightwood', 'jace-wayland', 'simon-lewis']"
"at some point, you just pull off the bandaid, and it hurts, but then its over and youre relieved.","John Green,",['looking-for-alaska']
"and still, after all this time,the sun never says to the earth,""you owe me.""look what happens witha love like that,it lights the whole sky.",Hafiz,"['faith', 'inspiration']"
"dont be satisfied with stories, how things have gone with others. unfold your own myth.","Rumi,","['courage', 'creativity', 'empowerment', 'independence', 'inspirational-stories', 'self-confidence', 'self-realization']"
"isnt it odd how much fatter a book gets when youve read it several times?"" mo had said...""as if something were left between the pages every time you read it. feelings, thoughts, sounds, smells...and then, when you look at the book again many years later, you find yourself there, too, a slightly younger self, slightly different, as if the book had preserved you like a pressed flower...both strange and familiar.","Cornelia Funke,","['books', 'feelings', 'reading', 'thoughts']"
"despite my ghoulish reputation, i really have the heart of a small boy. i keep it in a jar on my desk.",Robert Bloch,['dark-humor']
you dont remember what happened. what you remember becomes what happened.,"John Green,","['an-abundance-of-katherines', 'joh-green', 'nerdfighters']"
"youre not to be so blind with patriotism that you cant face reality. wrong is wrong, no matter who does it or says it.","Malcolm X,","['philosophy', 'politics']"
"we are all alone, born alone, die alone, andâin spite of true romance magazinesâwe shall all someday look back on our lives and see that, in spite of our company, we were alone the whole way. i do not say lonelyâat least, not all the timeâbut essentially, and finally, alone. this is what makes your selfrespect so important, and i dont see how you can respect yourself if you must look in the hearts and minds of others for your happiness.","Hunter S. Thompson,","['alone', 'birth', 'death', 'growing-up', 'growth', 'life', 'lonely', 'love', 'self-respect']"
"they say when you are missing someone that they are probably feeling the same, but i dont think its possible for you to miss me as much as im missing you right now",Edna St. Vincent Millay,"['longing', 'love', 'missing', 'sadness']"
the world was hers for the reading.,"Betty Smith,","['books', 'feminist', 'reading']"
"love is not affectionate feeling, but a steady wish for the loved persons ultimate good as far as it can be obtained.",C.S. Lewis,['love']
the first draft of anything is shit.,Ernest Hemingway,['writing']
"happiness is the consequence of personal effort. you fight for it, strive for it, insist upon it, and sometimes even travel around the world looking for it. you have to participate relentlessly in the manifestations of your own blessings. and once you have achieved a state of happiness, you must never become lax about maintaining it. you must make a mighty effort to keep swimming upward into that happiness forever, to stay afloat on top of it.","Elizabeth Gilbert,",['happiness']
as if you were on fire from within.the moon lives in the lining of your skin.,Pablo Neruda,"['beauty', 'inner-beauty', 'love', 'passion']"
the measure of intelligence is the ability to change.,Albert Einstein,"['adaptation', 'flexibility', 'intelligence', 'open-mindedness', 'wisdom']"
"what makes the desert beautiful, said the little prince, is that somewhere it hides a well...","Antoine de Saint-ExupÃ©ry,",['inspirational']
"when i was a boy of 14, my father was so ignorant i could hardly stand to have the old man around. but when i got to be 21, i was astonished at how much the old man had learned in seven years.",Mark Twain,"['arrogance', 'humor', 'ignorance']"
perhaps its impossible to wear an identity without becoming what you pretend to be.,"Orson Scott Card,","['identity', 'pretend']"
"oh well... id just been thinking, if you had died, youd have been welcome to share my toilet.","J.K. Rowling,","['flirting', 'humor']"
